otype;idckkp;name;desc;mdesc;gtype;wh;ph;kkp;wikidata;wikipedia;published;x_wgs84;y_wgs84;wkt_2180
K1.40;LD00684;Archikolegiata pw. Najświętszej Maryi Panny i św. Aleksego w Tumie;Romańska budowla, zbudowana z granitu, piaskowca i kamienia polnego. Wzniesiona w XII wieku, w pobliżu dawnej lokalizacji wczesnośredniowiecznego grodu. Należy do najlepszych przykładów architektury romańskiej w Polsce.;;area;no;yes;yes;Q5146985;pl:Archikolegiata w Tumie;2024-10-14;19.232584295553988;52.05610636508994;Point (515942.27259010815760121 465573.19385663623688743)
K1.40;SK00728;Kolegiata pw. Narodzenia Najświętszej Maryi Panny w Wiślicy;Gotycki kościół wzniesiony w XIV wieku przez Kazimierza Wielkiego w Wiślicy, na fundamentach dwóch starszych świątyń romańskich.;;area;no;yes;yes;Q3405251;pl:Bazylika kolegiacka Narodzenia Najświętszej Marii Panny w Wiślicy;2024-10-14;20.67385504471997;50.34883901202393;Point (619051.19107202417217195 277082.59957639640197158)
K1.40;SL00513;Kolegiata pw. św. Jana Chrzciciela w Pilicy;Rzymskokatolicki kościół parafialny z XV w. zachowany w znacznej części gotyckiej, pomimo przebudowy w stylu późnorenesansowym około 1612 roku i barokowym w XVII i XVIII wieku.;;area;no;no;yes;Q30066936;pl:Kościół św. Jana Chrzciciela i św. Jana Ewangelisty w Pilicy;2024-10-14;19.655382383535798;50.46806013937574;Point (546497.60406086745206267 289201.11465932184364647)
K1.40;SK00473;Kolegiata pw. św. Marcina Biskupa w Opatowie;Romański kościół parafialny pw. Świętego Marcina z Tours. wzniesiony z okolicznych ciosów piaskowca krzemienistego, jest trójnawową bazyliką z transeptem, z dwoma wieżami od zachodu oraz trzema apsydami od wschod. Wzniesiony około I poł. XII w.;;area;no;yes;yes;Q11741022;pl:Kolegiata św. Marcina w Opatowie;2024-10-14;21.421186204003583;50.80259751751258;Point (670552.17735557199921459 328977.74183857842581347)
K1.40;LD00602;Kolegiata pw. Wszystkich Świętych w Sieradzu;Kościół farny wybudowany w 1370 roku w stylu gotyckim. ;;area;no;no;yes;Q11741012;pl:Bazylika kolegiacka Wszystkich Świętych w Sieradzu;2024-10-14;18.738624103519392;51.59286256728314;Point (481899.5259855241747573 414073.74350704322569072)
K1.40;KP00079;Konkatedra pw. Św. Trójcy w Chełmży;Kościół gotycki, trójnawowy, o korpusie halowym, z transeptem i dwiema wieżami, jego budowę rozpoczęto w 1251 roku i zakończona II ćw. XIV w .;;area;no;no;yes;Q9167783;pl:Bazylika konkatedralna Świętej Trójcy w Chełmży;2024-10-14;18.6143893951244;53.18647256145477;Point (474240.95067022513831034 591315.17458705056924373)
K1.40;PM00329;Konkatedra św. Jana Ewangelisty w Kwidzynie;Gotycki kościół z XIV wieku w Kwidzynie. Obecny wygląd zawdzięcza gruntownej modernizacji dokonanej w latach 1862–1864 mającej na celu przywrócenie wyglądu katedry z czasów średniowiecznych. Prac tych podjął się niemiecki architekt Friedrich August Stüler. Według jego projektu wzniesiono neogotycki ołtarz wykonany przez rzeźbiarza Kocha z Poczdamu, z rzeźbami Henryka Medema i ambonę. Obraz ołtarzowy Zmartwychwstanie namalował prof. Bernhard Plockhorst z Weimaru. Odbudowano zawalone sklepienie w prezbiterium, odsłonięto i przemalowano gotyckie malowidła ścienne.;;area;no;yes;yes;Q1238485;pl:Konkatedra św. Jana Ewangelisty w Kwidzynie;2024-10-14;18.92191624063765;53.735751220893285;Point (494850.8314027221640572 652337.74425885418895632)
K1.40;LU00803;Kościół „Na Wyspie” pw. św. Jana Nepomucena w Zwierzyńcu;Niewielka barokowa świątynia została wybudowana w latach 1741-1747 na wyspie i ufundowana przez Tomasza Zamoyskiego.;;area;no;no;yes;Q24578158;pl:Kościół św. Jana Nepomucena w Zwierzyńcu;2024-10-14;22.96787754810043;50.609103733512484;Point (780629.46204906317871064 312189.82332025555660948)
K1.40;SK00277;Kościół klasztorny św. Floriana w Koprzywnicy;Rzymskokatolicka świątynia powstała wraz z zabudowanimi klasztoru cystersów. Fundacji klasztoru dokonał komes Mikołaj Bogoria ze Skotnik. Budynki powstały w stylu romańskim między rokiem 1207 a 1220. Na przestrzeni wieków remontowano i odnawiano kościół, co sprawia, że wewnątrz dominuje barok.;Obiekty wchodzące w skład Opactwo Cystersów w Koprzywnicy zostały rozdzielone.;area;no;no;yes;Q33509788;pl:Kościół św. Floriana w Koprzywnicy;2024-10-14;21.57410041092434;50.59422833953204;Point (682127.94268432294484228 306183.14145098155131564)
K1.40;DS00698;Kościół pw. Imienia Jezusa na Uniwersytecie Wrocławskim;Obecnie kościół uniwersytecki przy pl. Uniwersyteckim 1 – barokowy kościół, wzniesiony przez jezuitów w latach 1689–1698. Świątynia ta ma jeden z najbogatszych we Wrocławiu wystrojów barokowych wnętrza. Jest to typowa dla architektury jezuickiej. ;;area;no;no;yes;Q597262;pl:Kościół Imienia Jezus we Wrocławiu;2024-10-14;17.035201586113047;51.11396045688456;Point (362515.85071699175750837 362633.66597772343084216)
K1.40;ZP00679;Kościół pw. Macierzyństwa Najświętszej Maryi Panny w Trzebiatowie;Obecna świątynia została wzniesiona na przełomie XIV i XV w. Od XVI w. była kościołem protestanckim. W latach 1865–1867 dokonano jej przebudowy i regotyzacji.;;area;no;no;yes;Q11745079;pl:Kościół Macierzyństwa Najświętszej Marii Panny w Trzebiatowie;2024-10-14;15.266895737035224;54.06396263383905;Point (255799.06824996336945333 695285.47724824480246753)
K1.40;WP00681;Kościół pw. Najświętszej Maryi Panny i św. Wojciecha w Trzemesznie;Początkowo zbudowany w stylu romańskim, przebudowany w stylu gotyku, a następnie ponownie przebudowany i rozbudowany w 2. połowie XVIII wieku z inicjatywy opata Michała Kosmowskiego. Obecnie jest budowlą barokową, trójnawową, z potężną kopułą i nawą obiegającą część centralną.;;area;no;no;yes;Q9167740;pl:Bazylika Wniebowzięcia Najświętszej Maryi Panny i św. Michała Archanioła w Trzemesznie;2024-10-14;17.817375750366065;52.559664814642645;Point (419854.09821469039889053 522197.78380120091605932)
K1.40;ZP00623;Kościół pw. Najświętszej Maryi Panny Królowej Świata w Stargardzie Szczecińskim;Jeden z najcenniejszych zabytków Pomorza Zachodniego i jedna z najznakomitszych świątyń gotyckich w zlewisku Morza Bałtyckiego, Zbudowana na planie wydłużonego prostokąta zamkniętego od wschodu wielobocznie. Całkowita długość kościoła wynosi 79,5 m, szerokość 37,8 m, wysokość nawy 32,5 m (jest to najwyżej sklepiony kościół w Polsce).;;area;no;yes;yes;Q1897873;pl:Kolegiata Najświętszej Maryi Panny Królowej Świata w Stargardzie;2024-10-14;15.046863060188956;53.336809520174675;Point (236911.5332382078631781 615250.55397428397554904)
K1.40;WP00603;Kościół pw. Najświętszej Maryi Panny Niepokalanie Poczętej w Sierakowie;Jednonawowy kościół zbudowany na planie krzyża. Najbardziej znany i najcenniejszy zabytek miasta. Budowę rozpoczął wojewoda poznański Piotr, a ukończyli jego żona Zofia z Kostków i synowie Krzysztof i Łukasz. Budowa rozpoczęła się od ufundowania w 1619 r. klasztoru bernardynów.;;area;no;no;yes;Q11745674;pl:Kościół Pobernardyński Najświętszej Maryi Panny Niepokalanie Poczętej w Sierakowie;2024-10-14;16.08216446346625;52.64962396797875;Point (302683.17073035513749346 535540.04409913998097181)
K1.40;PM00292;Kościół pw. Najświętszej Maryi Panny w Gdańsku;Zbudowany w latach 1346–1502 kościół jest przykładem gotyku ceglanego, odmiany stylu w architekturze gotyckiej.;;area;no;no;yes;Q933903);pl:Bazylika konkatedralna Wniebowzięcia Najświętszej Maryi Panny w Gdańsku;2024-10-14;18.653067480443404;54.34982566776988;Point (477456.6365816897014156 720692.57651238283142447)
K1.40;LB00346;Kościół pw. Najświętszej Maryi Panny w Lubsku;Najstarszy obiekt sakralny w mieście. Najwcześniejsza wzmianka o świątyni pochodzi z 1315 roku. Bryła kościoła jest gotycka z renesansowymi elementami.;;area;no;no;yes;Q11745573;pl:Kościół Nawiedzenia Najświętszej Maryi Panny w Lubsku;2024-10-14;14.97184980320179;51.787938782782085;Point (222297.5748323162260931 443406.42178484023315832)
K1.40;WP00280;Kościół pw. Najświętszej Maryi Panny Wniebowziętej w Kościanie;Kościół parafialny rzymskokatolickiej parafii pw. Najświętszej Maryi Panny Wniebowziętej w Kościanie w archidiecezji poznańskiej, wzniesiony w stylu gotyckim, najcenniejszy zabytek Kościana, fara miejska.;;area;no;no;yes;Q11745828;pl:Kościół Najświętszej Maryi Panny Wniebowziętej w Kościanie;2024-10-14;16.645627301345264;52.0853896562501;Point (338738.2352464230498299 471418.26956344023346901)
K1.40;ZP00025;Kościół pw. Narodzenia Najświętszej Maryi Panny w Białogardzie;Świątynia zbudowana na początku XIV stulecia w czasie budowy murów miejskich. Wielokrotnie była niszczona przez liczne pożary (1506, 1517, 1677 rok). W latach 1838–1840 została gruntownie odrestaurowana. Kolejny remont miał miejsce w latach 1912–1913.;;area;no;no;yes;Q1897777;pl:Kościół Narodzenia Najświętszej Maryi Panny w Białogardzie;2024-10-14;15.991594764228198;54.00506593034094;Point (302911.49942813708912581 686477.28995328187011182)
K1.40;PK00314;Kościół pw. Nawiedzenia Najświętszej Maryi Panny w Krośnie;Barokowy kościół w Krośnie koło Ornety w województwie warmińsko-mazurskim wybudowany w latach 1715–1721.;;area;no;no;yes;Q24058725;pl:Kościół Nawiedzenia Najświętszej Maryi Panny i św. Józefa w Krośnie;2024-10-14;21.76674249490784;49.693597746245494;Point (699469.19879327923990786 206586.40013274637749419)
K1.40;LB00309;Kościół pw. Oczyszczenia Najświętszej Maryi Panny w Kożuchowie;Kościół został wybudowany w połowie XIII wieku jako skromna, kamienna, jednonawowa budowla. Wielokrotne przebudowy, modernizacje, rozbudowy spowodowały, że dzisiaj kościół jest trzynawową budowlą z kamienia i cegły. Główna bryła kościoła utrzymana jest w stylu gotyckim, wieża i jej dach prezentują styl barokowy natomiast sklepienie nawy oraz prezbiterium przebudowane zostało w epoce renesansu.;;area;no;no;yes;Q11745645;pl:Kościół Oczyszczenia Najświętszej Maryi Panny w Kożuchowie;2024-10-14;15.593540699388972;51.745761311793686;Point (264925.08455628791125491 436531.55256489786552265)
K1.40;LU00077;Kościół pw. Rozesłania św. Apostołów w Chełmie;Trzynawowy kościół w stylu późnobarokowym, zbudowany w latach 1753–1763, na miejscu wcześnijszego kościoła. Fundatorami byli Marianna i Andrzej Wolscy oraz Wacław Piotr Rzewuski.;;area;no;no;yes;Q11745775;pl:Kościół Rozesłania św. Apostołów w Chełmie;2024-10-14;23.472060276142937;51.13245484098129;Point (812747.01024126482661813 372366.18004289601230994)
K1.40;MZ00053;Kościół św. Rocha i św. Jana Chrzciciela w Brochowie;Gotycko-renesansowa trójnawowa bazylika powstała jako efekt przebudowy pierwotnego gotyckiego kościoła. Wzniesiona w latach 1551–1561 r. Miejsce chrztu Fryderyka Chopina.;W CKKP zmieniono nazwę na zgodną z występującą w Rejestrze Zabytków;area;no;no;yes;Q33427892;pl:Kościół św. Rocha i św. Jana Chrzciciela w Brochowie;2024-10-14;20.262561848719635;52.31606250309663;Point (586036.22707781719509512 495203.2269985243328847)
K1.40;MA00293;Kościół pw. św. Anny w Krakowie;Rzymskokatolicki kościół parafialny i kolegiata akademicka z przeomu XVII / XVIII w. ;;area;no;no;yes;Q1126134;pl:Kościół św. Anny w Krakowie;2024-10-14;19.933550386325493;50.062412064877435;Point (566797.60320515302009881 244322.92933351430110633)
K1.40;OP00463;Kościół pw. św. Anny w Oleśnie;Kościół drewniany w konstrukcji zrębowej na podmurowaniu, zbudowany w 1518 roku. Prezbiterium zamknięte trójbocznie, a przy nim zakrystia. Dach kościoła jest kryty gontem, nad nawą wieżyczka na sygnaturkę, z baniastym hełmem. ;;area;no;yes;yes;Q564235;pl:Kościół odpustowy św. Anny w Oleśnie;2024-10-14;18.42273731073864;50.89637231249892;Point (459415.86959749722154811 336767.68667506444035098)
K1.40;LD00514;Kościół pw. św. Franciszka Ksawerego w Piotrkowie Trybunalskim;Kościół św. Franciszka Ksawerego jest najcenniejszym pod względem artystycznym zabytkiem architektonicznym Piotrkowa. Kościół ukończono i konsekrowano w 1727r. Świątynia harmonijnie łączy cechy baroku i rokoka, architekturę z barokową i rokokową rzeźbą, malarstwem i wyposażeniem wnętrza. ;;area;no;no;yes;Q11746673;pl:Kościół św. Franciszka Ksawerego w Piotrkowie Trybunalskim;2024-10-14;19.696396049179928;51.407383722377396;Point (548421.87089223763905466 393649.86768850206863135)
K1.40;LD00198;Kościół pw. św. Idziego w Inowłodzu;Romański kościół wybudowano w 1082 r. z fundacji Władysława Hermana, zrekonstruowany w latach 1936-1938.;;area;no;no;yes;Q7588261;pl:Kościół św. Idziego w Inowłodzu;2024-10-14;20.22749461599505;51.527358375204216;Point (585125.72059050726238638 407472.5110067353816703)
K1.40;OP00366;Kościół pw. św. Jakuba w Małujowicach;Murowany kościół parafialny w Małujowicach został zbudowany w stylu gotyckim w 1250 roku. Na początku XV wieku dobudowano wieżę i przedsionek.;;area;no;yes;yes;Q47482409;pl:Kościół św. Jakuba Apostoła w Małujowicach;2024-10-14;17.38056670966284;50.84708365659977;Point (386029.18042595870792866 332378.87364695611177012)
K1.40;KP00295;Kościół pw. św. Jakuba w Toruniu;Kościół powstały na początku XIV w., ze względu na charakterystyczną bryłę, bogactwo detalu architektonicznego i układ przestrzenny wnętrza kościół należy do najważniejszych przykładów ceglanej architektury basenu Morza Bałtyckiego.;;area;no;no;yes;Q11746795;pl:Kościół św. Jakuba w Toruniu;2024-10-14;18.61261213086717;53.01188898200237;Point (474017.25288579147309065 571900.45839085220359266)
K1.40;WP00712;Kościół pw. św. Jakuba w Wągrowcu;Jest to jeden z cenniejszych zabytków architektury kościelnej w Wielkopolsce, późnogotycki, zbudowany w 2 połowie XVI wieku, z wykorzystaniem materiału ze starszego kościoła romańskiego.;;area;no;no;yes;Q11746767;pl:Kościół św. Jakuba Apostoła w Wągrowcu;2024-10-14;17.195794719793163;52.80417150171904;Point (378413.88099661521846429 550255.86057861591689289)
K1.40;MA00480;Kościół pw. św. Jana Chrzciciela w Orawce;Powstanie kościoła miało miejsce latach 1651-1656, zbudowany z inicjatywy ks. Jana Szczechowicza. Jest najstarszą świątynią i pierwszą parafią Polskiej Orawy oraz najstarszą drewnianą świątynią Górnej Orawy. ;;area;no;yes;yes;Q11746841;pl:Kościół św. Jana Chrzciciela w Orawce;2024-10-14;19.718068901719036;49.51084555807644;Point (551966.3280776779865846 182848.31333069669199176)
K1.40;ZP00296;Kościół pw. św. Jana Ewangelisty w Szczecinie;Gotycki, nieorientowany kościół pofranciszkański przy ul. św. Ducha 9 w Szczecinie. Jest jedynym zachowanym obiektem dawnego gotyckiego, franciszkańskiego kompleksu klasztornego.;;area;no;no;yes;Q2316204;pl:Kościół św. Jana Ewangelisty w Szczecinie;2024-10-14;14.557569934415564;53.42249974635126;Point (204959.66554048226680607 626688.51758745731785893)
K1.40;WP00297;Kościół pw. św. Jana Jerozolimskiego w Poznaniu;Późnoromański, zabytkowy kościół na poznańskiej Komandorii w pobliżu Ronda Śródka, do 1832 r. znajdujący się pod opieką kawalerów maltańskich, a obecnie pełniący funkcję kościoła parafialnego.;;area;no;no;yes;Q5117246;pl:Kościół św. Jana Jerozolimskiego za murami w Poznaniu;2024-10-14;16.95882450406192;52.40943334446795;Point (361203.35181311116321012 506794.88775005482602865)
K1.40;PM00298;Kościół pw. św. Katarzyny w Gdańsku;Najstarszy kościół parafialny na Starym Mieście w Gdańsku. Powstał w latach 1227–1239, fundatorami byli książęta Pomorza Gdańskiego, rozbudowany został po 1379 r.;;area;no;no;yes;Q479323;pl:Kościół św. Katarzyny w Gdańsku;2024-10-14;18.651327872231445;54.35410341663543;Point (477345.95190421683946624 721168.96081471000798047)
K1.40;DS00211;Kościół pw. św. Krzyża w Jeleniej Górze;Dawniej Kościół Łaski Pod Krzyżem Chrystusa był największym spośród sześciu luterańskich Kościołów Łaski. Ukończenie budowy zlecono do 1709 roku. Architektem świątyni był Martin Frantz, który zaprojektował kościół w stylu barokowym na planie krzyża greckiego z płaską kopułą w centrum otoczoną czterema wieżyczkami wzorowany na kościele Katarzyny Wazówny w Sztokholmie. Tuż po wybudowaniu długość razem z pomieszczeniem na zakrystię wynosiła około 74 metry, a wysokość, łącznie z krzyżem na szczycie kopuły – 57 metrów.;;area;no;no;yes;Q11745683;pl:Kościół Podwyższenia Krzyża Świętego w Jeleniej Górze;2024-10-14;15.744318276933864;50.90416597715927;Point (271173.67043097113491967 342523.44363494322169572)
K1.40;MA00858;Kościół pw. św. Leonarda w Lipnicy Murowanej;Drewniany kościół cmentarny, usytuowany w Lipnicy Dolnej w powiecie bocheńskim. Kościół zbudowano prawdopodobnie pod koniec XV wieku, na miejscu wcześniejszej świątyni, Zachował się do dziś w stanie prawie niezmienionym i należy do najcenniejszych drewnianych kościołów gotyckich Polski.;;area;yes;no;yes;Q11747061;pl:Kościół św. Leonarda w Lipnicy Murowanej;2024-10-14;20.530401541271495;49.86045644792007;Point (609961.32921513332985342 222581.00778493302641436)
K1.40;MA00036;Kościół pw. św. Michała Archanioła w Binarowej;Rzymskokatolicki kościół drewniany z około 1500 roku uznawany jest za jeden z najcenniejszych drewnianych późnogotyckich kościołów w Polsce i Europie.;;area;yes;no;yes;Q11747186;pl:Kościół św. Michała Archanioła w Binarowej;2024-10-14;21.22746797834951;49.75731094337018;Point (660383.47206918732263148 212374.08774101187009364)
K1.40;SL00090;Kościół pw. św. Mikołaja w Cieszynie;Jedyna romańska rotunda na terenie Polski zachowana wraz ze sklepieniem nawy. Datowana na XI lub XII wiek.;;area;no;no;yes;Q11747289;pl:Rotunda św. Mikołaja w Cieszynie;2024-10-14;18.625709301966914;49.75116735809515;Point (473045.60967834026087075 209378.19502566504525021)
